number,rank,title,recruitment,recruitment_bin,postedresults,resultsarrived_bin,conditions,intervention.merge,phase2,enrollment,gender,fund_source_grp,interventionmodel,randomized,purpose,yearreceived,yearstart,primarylength,intervention.model,phase,masking,testing,masking2,enrollment.log,enrollment.log.cut
2087,2489,a phase i study of tas-102 in patients with advanced gastrointestinal tumors.,Completed,4,0,0,Advanced Gastrointestinal Tumors,drug or biologic,Early,65,All,Industry&Combos,0,NA,0,2013,2013,1461,0,Phase 1,1,NA,1,4.174387269895637,"(4,5]"
661,688,pilot trial of kd018 with neo-adjuvant concurrent chemo-radiation therapy in patients with locally advanced rectal cancer,Completed,4,0,0,Rectal Cancer,drug or biologic,Early,29,All,AllOther,0,NA,0,2014,2014,1907,0,Phase 1,1,NA,1,3.367295829986474,"(3,4]"
3310,4707,dose escalation study of omp-54f28 in combination with sorafenib in patients with hepatocellular cancer,Completed,4,0,0,Hepatocellular Cancer|Liver Cancer,drug or biologic,Early,10,All,Industry&Combos,0,NA,0,2014,2014,1216,0,Phase 1,1,NA,1,2.302585092994046,"(2,3]"
3896,7192,ser-262 versus placebo in adults with primary clostridium difficile infection to prevent recurrence,Unknown status,8,0,0,Clostridium Difficile Infection,drug or biologic,Early,96,All,Industry&Combos,1,0,1,2016,2016,700,1,Phase 1,4,NA,2,4.564348191467836,"(4,5]"
713,747,low fodmap plus peg 3350 for the treatment of patients with irritable bowel syndrome-constipation,Recruiting,2,0,0,Irritable Bowel Syndrome Characterized by Constipation,other,Others,78,All,AllOther,1,0,0,2018,2018,1456,1,Others,2,NA,2,4.356708826689592,"(4,5]"
2509,3330,"a study to examine the effect of omeprazole, famotidine, and an acidic beverage on the pharmacokinetics of entinostat in healthy adult subjects",Completed,4,0,0,Volunteers|Healthy Volunteers|Human Volunteers|Normal Volunteers,drug or biologic,Early,66,All,Industry&Combos,1,1,4,2016,2016,176,1,Phase 1,0,pharmacokinetics only,0,4.189654742026425,"(4,5]"
2255,2794,phase i th-302 plus gemcitabine plus nab-paclitaxel in pancreatic cancer,Terminated,5,1,1,Pancreatic Cancer,drug or biologic,Early,19,All,Industry&Combos,0,NA,0,2014,2014,608,0,Phase 1,1,NA,1,2.9444389791664403,"(2,3]"
2387,3065,ph 1 trial of adi peg 20 plus sorafenib to treat patients with liver cancer,Completed,4,0,0,Hepatocellular Carcinoma,drug or biologic,Early,8,All,Industry&Combos,0,NA,0,2014,2014,457,0,Phase 1,1,NA,1,2.0794415416798357,"(2,3]"
151,151,a phase i in-vivo peptide applied in the right colon,Completed,4,0,0,Colon Lesions,drug or biologic,Early,25,All,AllOther,0,NA,2,2012,2013,120,0,Phase 1,1,NA,1,3.2188758248682006,"(3,4]"
1499,1624,fluorescence qrh-882260 peptide imaging in the bile duct,Completed,4,0,0,Cholangiocarcinoma,drug or biologic,Early,1,All,AllOther,0,NA,2,2018,2019,487,0,Phase 1,1,NA,1,0,NA
1291,1378,"a study of nbf-006 in non-small cell lung, pancreatic, or colorectal cancer",Recruiting,2,0,0,Non-Small Cell Lung Cancer|Pancreatic Cancer|Colorectal Cancer,drug or biologic,Early,44,All,Industry&Combos,0,NA,0,2019,2019,1232,0,Phase 1,1,NA,1,3.784189633918261,"(3,4]"
4021,7602,identification to elimination in hcv-infected individuals,Completed,4,0,0,Hepatitis C,other,Others,3051,All,Industry&Combos,0,NA,2,2017,2017,1054,0,Others,1,NA,1,8.02322468471667,"(7,13]"
919,965,fecal microbiota transplantation (fmt) in nonalcoholic steatohepatitis(nash). a pilot study,Unknown status,8,0,0,Nonalcoholic Fatty Liver Disease,drug or biologic,Early,5,All,AllOther,0,NA,0,2015,2015,1127,0,Phase 1,1,NA,1,1.6094379124341003,"(1,2]"
909,955,alisertib and gemcitabine hydrochloride in treating patients with solid tumors or pancreatic cancer,Completed,4,0,0,"Acinar Cell Adenocarcinoma of the Pancreas|Duct Cell Adenocarcinoma of the Pancreas|Recurrent Pancreatic Cancer|Stage III Pancreatic Cancer|Stage IV Pancreatic Cancer|Unspecified Adult Solid Tumor, Protocol Specific",drug or biologic,Early,26,All,IndustryNIHPartnership,0,NA,0,2013,2013,1279,0,Phase 1,1,NA,1,3.258096538021482,"(3,4]"
989,1043,td-3504 sad in healthy subjects and subjects with ulcerative colitis (uc),Completed,4,0,0,"Active Mild Ulcerative Colitis, Active Moderate Ulcerative Colitis, Healthy Subjects",drug or biologic,Early,32,All,Industry&Combos,1,0,0,2017,2017,188,1,Phase 1,3,NA,2,3.4657359027997265,"(3,4]"
2363,3015,a phase 1 study of ljpc-501 in patients with hepatorenal syndrome,Terminated,5,0,0,Hepatorenal Syndrome Type I and Type II,drug or biologic,Early,6,All,Industry&Combos,0,NA,0,2013,2014,610,0,Phase 1,1,NA,1,1.791759469228055,"(1,2]"
914,960,arq-761 treatment with gemcitabine/nab-paclitaxel chemotherapy in pancreatic cancer,Suspended,6,0,0,Pancreatic Cancer,drug or biologic,Early,20,All,AllOther,0,NA,4,2015,2016,789,0,Phase 1,1,NA,1,2.995732273553991,"(2,3]"
2064,2456,pharmacokinetics and safety of abt-493 and/or abt-530 in subjects with normal and impaired hepatic function,Completed,4,0,0,Hepatic Impairment,drug or biologic,Early,24,All,Industry&Combos,1,1,4,2014,2014,335,1,Phase 1,0,safety,0,3.1780538303479458,"(3,4]"
2318,2915,near infrared fluorescence cholangiography (nirf-c) during cholecystectomy -- use in acute cholecystitis sub-study,Completed,4,0,0,Acute Cholecystitis|Acute Cholangitis,drug or biologic,Early,6,All,Industry&Combos,0,NA,2,2014,2013,396,0,Phase 1,1,NA,1,1.791759469228055,"(1,2]"
3605,5679,medi9447 alone and in combination with medi4736 in adult subjects with select advanced solid tumors,"Active, not recruiting",1,0,0,Solid Tumors,drug or biologic,Early,192,All,Industry&Combos,1,1,0,2015,2015,2009,1,Phase 1,0,NA,0,5.2574953720277815,"(5,6]"
473,490,chemotherapy and irreversible electroporation in the treatment of advanced pancreatic adenocarcinoma,Recruiting,2,0,0,Pancreas Cancer,drug or biologic,Early,20,All,AllOther,0,NA,0,2018,2018,1676,0,Phase 1,1,NA,1,2.995732273553991,"(2,3]"
2421,3137,rifaximin for infection prophylaxis in hematopoietic stem cell transplantation,"Active, not recruiting",1,0,0,Microbial Colonization,drug or biologic,Early,26,All,AllOther,0,1,0,2018,2018,824,0,Early Phase 1,1,NA,1,3.258096538021482,"(3,4]"
1843,2106,vorolanib (x-82) combined with checkpoint inhibitors in patients with solid tumors,Terminated,5,0,0,Solid Tumor|Hepatocellular Carcinoma|Gastric Cancer|Gastroesophageal Junction Adenocarcinoma,drug or biologic,Early,16,All,Industry&Combos,1,1,0,2018,2018,338,1,Phase 1,0,NA,0,2.772588722239781,"(2,3]"
1045,1100,effect of mild hepatic impairment on the pharmacokinetics of istradefylline,Completed,4,0,0,Hepatic Impairment,drug or biologic,Early,20,All,Industry&Combos,0,NA,4,2014,2014,122,0,Phase 1,1,pharmacokinetics only,1,2.995732273553991,"(2,3]"
2076,2472,reduction of c-difficile infection using stool transplant,Unknown status,8,0,0,C-difficile,drug or biologic,Early,10,All,AllOther,0,NA,0,2014,2014,426,0,Phase 1,1,NA,1,2.302585092994046,"(2,3]"
4081,7910,drug interaction & methadone & buprenorphine,Completed,4,0,0,Hepatitis C,drug or biologic,Early,32,All,Industry&Combos,1,1,NA,2014,2014,59,1,Phase 1,0,NA,0,3.4657359027997265,"(3,4]"
1078,1137,study of freeze-dried black raspberry in maintenance of ulcerative colitis,Completed,4,0,0,Ulcerative Colitis,drug or biologic,Early,7,All,AllOther,0,NA,0,2014,2013,795,0,Phase 1,1,NA,1,1.9459101490553132,"(1,2]"
1642,1806,pi pembro in combination with stereotactic body radiotherapy for liver metastatic colorectal cancer,"Active, not recruiting",1,0,0,Colorectal Cancer|Colorectal Adenocarcinoma|Stage IVA Colorectal Cancer|Stage IVB Colorectal Cancer|Metastatic Carcinoma in the Liver,drug or biologic,Early,18,All,Industry&Combos,0,NA,0,2016,2016,1755,0,Phase 1,1,NA,1,2.8903717578961645,"(2,3]"
3622,5716,"a safety, tolerability and pk study of dcc-2618 in patients with advanced malignancies","Active, not recruiting",1,0,0,Gastrointestinal Stromal Tumors|Advanced Systemic Mastocytosis|Advanced Cancers,drug or biologic,Early,320,All,Industry&Combos,1,1,0,2015,2015,2435,1,Phase 1,0,safety,0,5.768320995793772,"(5,6]"
3945,7357,selumetinib and cyclosporine in treating patients with advanced solid tumors or advanced or metastatic colorectal cancer,"Active, not recruiting",1,0,0,Recurrent Colorectal Carcinoma|Solid Neoplasm|Stage IIIA Colorectal Cancer AJCC v7|Stage IIIB Colorectal Cancer AJCC v7|Stage IIIC Colorectal Cancer AJCC v7|Stage IVA Colorectal Cancer AJCC v7|Stage IVB Colorectal Cancer AJCC v7,drug or biologic,Early,40,All,NIH&Combos,0,NA,0,2014,2014,910,0,Phase 1,1,NA,1,3.6888794541139363,"(3,4]"
2739,3668,"study of pegph20 with cisplatin (cis) and gemcitabine (gem); pegph20 with atezolizumab (atezo), cis, and gem; and cis and gem alone in participants with previously untreated, unresectable, locally advanced, or metastatic intrahepatic and extrahepatic cholangiocarcinoma and gallbladder adenocarcinoma",Terminated,5,1,1,"Cholangiocarcinoma Non-resectable|Cholangiocarcinoma, Intrahepatic|Cholangiocarcinoma, Extrahepatic|Gallbladder Adenocarcinoma",drug or biologic,Early,85,All,Industry&Combos,NA,0,0,2017,2017,770,NA,Phase 1,0,NA,0,4.442651256490317,"(4,5]"
3768,6513,open-label placebo for functional dyspepsia,Terminated,5,0,0,Dyspepsia,drug or biologic,Early,21,All,AllOther,1,0,0,2018,2018,310,1,Early Phase 1,0,NA,0,3.044522437723423,"(3,4]"
1618,1773,clotfoam as an adjunct to hemostasis in abdominal surgery - liver bleeding is encountered,Unknown status,8,0,0,Bleeding,drug or biologic,Early,20,All,Industry&Combos,0,NA,0,2014,2014,184,0,Phase 1,1,NA,1,2.995732273553991,"(2,3]"
590,616,bone marrow stromal cells for inflammatory bowel diseases,Terminated,5,0,0,Inflammatory Bowel Disease,other,Others,8,All,NIH&Combos,0,1,0,2013,2013,1627,0,Others,1,NA,1,2.0794415416798357,"(2,3]"
1312,1401,a study to evaluate pharmacokinetics (pk) and safety of oral mobocertinib in participants with moderate or severe hepatic impairment (hi) and normal hepatic function,Recruiting,2,0,0,Hepatic Impairment|Healthy Volunteers,drug or biologic,Early,24,All,Industry&Combos,1,1,4,2019,2019,861,1,Phase 1,0,safety,0,3.1780538303479458,"(3,4]"
3735,6259,a dose-finding study of a combination of imatinib and byl719 in the treatment of 3rd line gist patients,Completed,4,0,0,3rd Line GIST,drug or biologic,Early,56,All,Industry&Combos,0,NA,0,2012,2013,2060,0,Phase 1,1,NA,1,4.02535169073515,"(4,5]"
342,349,molecular-guided surgery for pancreatic and gi neuroendocrine cancers,Recruiting,2,0,0,Neuroendocrine Carcinoma of Pancreas|Carcinoid,drug or biologic,Early,12,All,AllOther,0,NA,0,2018,2019,731,0,Early Phase 1,1,NA,1,2.4849066497880004,"(2,3]"
2203,2691,pharmacokinetics of voxilaprevir in adults with normal hepatic function and moderate or severe hepatic impairment,Completed,4,1,1,HCV Infection,drug or biologic,Early,33,All,Industry&Combos,1,1,0,2015,2015,346,1,Phase 1,0,pharmacokinetics only,0,3.4965075614664802,"(3,4]"
718,752,study of multiplexed heptapeptides for detection of neoplasia in the esophagus,Completed,4,0,0,Barrett Esophagus,drug or biologic,Early,27,All,AllOther,0,NA,2,2018,2018,270,0,Phase 1,1,NA,1,3.295836866004329,"(3,4]"
1479,1595,"apn401 in treating patients with melanoma, kidney cancer, pancreatic cancer, or other solid tumors that are metastatic or cannot be removed by surgery",Completed,4,0,0,"Recurrent Melanoma|Recurrent Pancreatic Cancer|Recurrent Renal Cell Cancer|Stage III Pancreatic Cancer|Stage III Renal Cell Cancer|Stage IIIA Melanoma|Stage IIIB Melanoma|Stage IIIC Melanoma|Stage IV Melanoma|Stage IV Pancreatic Cancer|Stage IV Renal Cell Cancer|Unspecified Adult Solid Tumor, Protocol Specific",drug or biologic,Early,17,All,NIH&Combos,0,NA,0,2014,2014,517,0,Phase 1,1,NA,1,2.833213344056216,"(2,3]"
815,853,a single dose evaluation of the effects of moderate hepatic impairment on deflazacort pharmacokinetics,Completed,4,0,0,Hepatic Impairment,drug or biologic,Early,16,All,Industry&Combos,0,1,4,2014,2014,62,0,Phase 1,1,pharmacokinetics only,1,2.772588722239781,"(2,3]"
3603,5677,study of enzalutamide with and without sorafenib in advanced hepatocellular carcinoma patients,Completed,4,0,0,Hepatocellular Carcinoma,drug or biologic,Early,28,All,Industry&Combos,1,1,0,2015,2015,1917,1,Phase 1,0,NA,0,3.332204510175204,"(3,4]"
679,710,a dose escalation safety study of locally-delivered gemcitabine in pancreatic cancer,Completed,4,1,1,Pancreatic Cancer,drug or biologic,Early,20,All,Industry&Combos,NA,1,4,2014,2015,550,NA,Phase 1,0,safety,0,2.995732273553991,"(2,3]"
2339,2965,study to evaluate the pharmacokinetics of tenofovir alafenamide (taf) in adults with normal hepatic function and adults with severe hepatic impairment,Completed,4,1,1,Hepatitis B Virus,drug or biologic,Early,20,All,Industry&Combos,1,1,0,2014,2014,116,1,Phase 1,0,pharmacokinetics only,0,2.995732273553991,"(2,3]"
329,335,a pilot dosing and timing study to optimize imaging when utilizing endoscopic fluorescence imaging system during laparoscopic biliary and hepatic operations,Completed,4,0,0,Biliary Anatomy,device,Others,38,All,Industry&Combos,1,1,2,2014,2014,304,1,Others,0,NA,0,3.6375861597263857,"(3,4]"
580,604,losartan and hypofractionated rx after chemo for tx of borderline resectable or locally advanced unresectable pancreatic cancer (shaper),Recruiting,2,0,0,Borderline Resectable Pancreatic Adenocarcinoma|Locally Advanced Pancreatic Ductal Adenocarcinoma|Locally Advanced Unresectable Pancreatic Adenocarcinoma|Stage II Pancreatic Cancer AJCC v8|Stage IIA Pancreatic Cancer AJCC v8|Stage IIB Pancreatic Cancer AJCC v8|Stage III Pancreatic Cancer AJCC v8,drug or biologic,Early,20,All,NIH&Combos,0,NA,0,2019,2019,1827,0,Phase 1,1,NA,1,2.995732273553991,"(2,3]"
1376,1476,an exploratory rectal safety study of three tenofovir gel formulations,Completed,4,0,0,HIV Prevention,drug or biologic,Early,9,Male,NIH&Combos,3,0,1,2012,2013,245,3,Phase 1,3,safety,2,2.1972245773362196,"(2,3]"
862,904,"the effect of 3 probiotic strains on bile acids, satiety, and inflammation",Completed,4,0,0,Healthy,other,Others,155,All,Industry&Combos,3,0,4,2013,2013,304,3,Others,3,NA,2,5.043425116919247,"(5,6]"
1769,1983,"phase 1 placebo-controlled, randomized trial of an adenoviral-vector based norovirus vaccine",Completed,4,0,0,Norovirus Gastroenteritis,drug or biologic,Early,66,All,Industry&Combos,1,0,1,2016,2016,68,1,Phase 1,4,NA,2,4.189654742026425,"(4,5]"
3704,6153,"a study of toca 511, a retroviral replicating vector, combined with toca fc in patients with solid tumors or lymphoma (toca 6)",Terminated,5,0,0,Colorectal Cancer|Triple Negative Breast Cancer|Pancreatic Cancer|Non-Small Cell Lung Cancer|Head and Neck Cancer|Ovarian Cancer|Lymphoma|Sarcoma|Bladder Cancer|Melanoma|IDH1 Mutated Solid Tumors|IDH1 Mutated or MGMT Methylated Recurrent HGG (Not Recruiting),drug or biologic,Early,21,All,Industry&Combos,0,NA,0,2015,2016,1034,0,Phase 1,1,NA,1,3.044522437723423,"(3,4]"
3668,5850,"study of the safety, tolerability and pharmacokinetics of timp-glia in subjects with celiac disease",Completed,4,1,1,Celiac Disease,drug or biologic,Early,23,All,Industry&Combos,NA,1,0,2018,2018,486,NA,Phase 1,0,safety,0,3.1354942159291497,"(3,4]"
1165,1239,pharmacokinetics and safety of alks 5461 in healthy subjects and subjects with hepatic impairment and normal hepatic function,Completed,4,0,0,Hepatic Impairment,drug or biologic,Early,40,All,Industry&Combos,0,NA,0,2015,2015,214,0,Phase 1,1,safety,1,3.6888794541139363,"(3,4]"
634,661,defined fecal microbiota transplantation for clostridium difficile diarrhea,Enrolling by invitation,3,0,0,Active C. Difficile Colitis,drug or biologic,Early,12,All,AllOther,0,NA,0,2013,2013,3652,0,Phase 1,1,NA,1,2.4849066497880004,"(2,3]"
3977,7532,safety study of hepatitis e vaccine (hev239),Completed,4,0,0,Hepatitis E|Immunisation,drug or biologic,Early,25,All,NIH&Combos,1,0,1,2019,2019,505,1,Phase 1,2,safety,2,3.2188758248682006,"(3,4]"
2158,2599,study of crenolanib with ramucirumab and paclitaxel for advanced esophagogastric adenocarcinoma,Completed,4,0,0,Esophagogastric Adenocarcinoma,drug or biologic,Early,30,All,Industry&Combos,0,NA,0,2017,2017,1188,0,Phase 1,1,NA,1,3.4011973816621555,"(3,4]"
2640,3544,research study of a new medicine (nnc9204-1706) in people with overweight or obesity,Completed,4,0,0,Metabolism and Nutrition Disorder|Obesity,drug or biologic,Early,60,All,Industry&Combos,1,0,0,2018,2018,358,1,Phase 1,4,NA,2,4.0943445622221,"(4,5]"
1947,2281,linaclotide acetate in preventing colorectal cancer in healthy volunteers,Completed,4,0,0,"Colorectal Cancer|Healthy, no Evidence of Disease",drug or biologic,Early,24,All,NIH&Combos,1,0,4,2013,2013,970,1,Phase 1,2,NA,2,3.1780538303479458,"(3,4]"
1938,2265,use of erythropoietin to expand regulatory t cells in autoimmune liver disease,Completed,4,0,0,Autoimmune Hepatitis,drug or biologic,Early,6,All,AllOther,0,NA,4,2019,2019,755,0,Early Phase 1,1,NA,1,1.791759469228055,"(1,2]"
148,148,gastric in vivo study,Terminated,5,0,0,Gastric Cancer,drug or biologic,Early,8,All,AllOther,0,NA,2,2014,2015,151,0,Phase 1,1,NA,1,2.0794415416798357,"(2,3]"
787,824,evaluating safety and efficacy of herbal treatment in ulcerative colitis,Completed,4,0,0,Ulcerative Colitis,drug or biologic,Early,15,All,AllOther,0,1,0,2015,2014,968,0,Phase 1,1,safety/efficacy,1,2.70805020110221,"(2,3]"
3259,4583,phase 1 study of sf1126 in combination with nivolumab in patients with advanced hepatocellular carcinoma,"Active, not recruiting",1,0,0,Advanced Hepatocellular Carcinoma,drug or biologic,Early,14,All,Industry&Combos,0,NA,0,2017,2017,756,0,Phase 1,1,NA,1,2.6390573296152584,"(2,3]"
522,543,(pm-01) imprime pgg ® with bth1704 and gemcitabine for advanced pancreatic cancer,Terminated,5,0,0,Pancreatic Cancer,drug or biologic,Early,3,All,Industry&Combos,0,NA,0,2014,2014,243,0,Phase 1,1,NA,1,1.0986122886681098,"(1,2]"
4106,8188,study to evaluate the effect of omeprazole on the pharmacokinetics of spd422 (anagrelide hydrochloride) in healthy adult participants,Completed,4,1,1,Healthy Volunteers,drug or biologic,Early,20,All,Industry&Combos,0,NA,0,2019,2019,43,0,Phase 1,1,pharmacokinetics only,1,2.995732273553991,"(2,3]"
2049,2424,pharmacokinetics of dabrafenib in subjects with hepatic impairment,Terminated,5,0,0,Hepatic Impairment,drug or biologic,Early,5,All,Industry&Combos,1,1,4,2016,2016,661,1,Phase 1,0,pharmacokinetics only,0,1.6094379124341003,"(1,2]"
1074,1133,a study of ag-120 (ivosidenib) in subjects with mild or moderate hepatic impairment or normal hepatic function,Completed,4,0,0,Hepatic Impairment,drug or biologic,Early,33,All,Industry&Combos,1,1,0,2017,2017,186,1,Phase 1,0,NA,0,3.4965075614664802,"(3,4]"
1304,1393,phase i study of neoadjuvant radiotherapy with 5-fluorouracil for rectal cancer,"Active, not recruiting",1,0,0,Mucinous Adenocarcinoma of the Rectum|Recurrent Rectal Cancer|Signet Ring Adenocarcinoma of the Rectum|Rectal Adenocarcinoma|Stage IIA Rectal Cancer|Stage IIB Rectal Cancer|Stage IIC Rectal Cancer|Stage IIIA Rectal Cancer|Stage IIIB Rectal Cancer|Stage IIIC Rectal Cancer,drug or biologic,Early,14,All,NIH&Combos,0,NA,0,2014,2014,1257,0,Phase 1,1,NA,1,2.6390573296152584,"(2,3]"
3172,4346,efficacy of lidocaine gel enema after endoscopic hemorrhoid band ligation for relief of post procedural pain,Completed,4,0,0,Hemorrhoids,drug or biologic,Early,75,All,AllOther,1,0,4,2019,2018,550,1,Phase 1,3,efficacy,2,4.31748811353631,"(4,5]"
